,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbeitslose nach Gemeinden
16070024, Gräfenroda,174 ,1 ,15 ,62 ,41 ,1 ,0 ,0 ,0 ,0 ,66 ,0 ,7 ,32 ,22 ,0 ,0 ,0 ,0 ,0 ,109 ,1 ,8 ,30 ,19 ,1 ,0 ,0 ,0 ,0 
16070025," Großbreitenbach, Stadt",152 ,1 ,12 ,58 ,37 ,1 ,0 ,0 ,0 ,0 ,57 ,1 ,8 ,26 ,20 ,0 ,0 ,0 ,0 ,0 ,94 ,0 ,4 ,31 ,17 ,1 ,0 ,0 ,0 ,0 
16070027, Herschdorf,36 ,0 ,2 ,18 ,12 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,1 ,13 ,10 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,0 ,6 ,2 ,0 ,0 ,0 ,0 ,0 
16070028, Ichtershausen,183 ,2 ,14 ,72 ,48 ,2 ,0 ,0 ,0 ,0 ,73 ,1 ,8 ,36 ,25 ,1 ,0 ,0 ,0 ,0 ,111 ,1 ,5 ,36 ,23 ,1 ,0 ,0 ,0 ,0 
16070029," Ilmenau, Stadt","1,419 ",11 ,103 ,513 ,298 ,54 ,0 ,1 ,10 ,5 ,379 ,3 ,37 ,194 ,136 ,9 ,0 ,0 ,1 ,0 ,"1,040 ",8 ,67 ,319 ,162 ,45 ,0 ,1 ,9 ,4 
16070031, Kirchheim,49 ,0 ,4 ,18 ,12 ,0 ,0 ,0 ,0 ,0 ,33 ,0 ,3 ,15 ,11 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
16070032," Langewiesen, Stadt",153 ,2 ,13 ,64 ,39 ,2 ,0 ,0 ,1 ,1 ,66 ,1 ,7 ,33 ,23 ,1 ,0 ,0 ,1 ,1 ,87 ,1 ,5 ,31 ,16 ,1 ,0 ,0 ,1 ,1 
16070033, Liebenstein,24 ,0 ,2 ,11 ,5 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,1 ,8 ,3 ,0 ,0 ,0 ,0 ,0 
16070034, Martinroda,38 ,0 ,4 ,12 ,7 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,1 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,23 ,0 ,3 ,6 ,4 ,0 ,0 ,0 ,0 ,0 
16070035, Möhrenbach,30 ,0 ,2 ,16 ,14 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,2 ,9 ,8 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,7 ,7 ,0 ,0 ,0 ,0 ,0 
16070037, Neusiß,17 ,0 ,1 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
16070038, Neustadt am Rennsteig,45 ,1 ,4 ,20 ,17 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,3 ,15 ,14 ,0 ,0 ,0 ,0 ,0 ,22 ,0 ,1 ,5 ,3 ,0 ,0 ,0 ,0 ,0 
16070041, Osthausen-Wülfershausen,27 ,0 ,2 ,10 ,4 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,1 ,7 ,2 ,0 ,0 ,0 ,0 ,0 
16070042, Pennewitz,24 ,1 ,3 ,8 ,4 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,18 ,1 ,2 ,5 ,2 ,0 ,0 ,0 ,0 ,0 
16070043," Plaue, Stadt",81 ,0 ,6 ,30 ,16 ,0 ,0 ,0 ,0 ,0 ,34 ,0 ,4 ,15 ,9 ,0 ,0 ,0 ,0 ,0 ,46 ,0 ,2 ,14 ,7 ,0 ,0 ,0 ,0 ,0 
16070044, Rockhausen,9 ,0 ,0 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16070046, Schmiedefeld am Rennsteig,105 ,1 ,5 ,43 ,30 ,0 ,0 ,0 ,0 ,0 ,34 ,0 ,3 ,15 ,10 ,0 ,0 ,0 ,0 ,0 ,71 ,1 ,2 ,28 ,19 ,0 ,0 ,0 ,0 ,0 
16070048," Stadtilm, Stadt",330 ,6 ,32 ,97 ,57 ,6 ,0 ,0 ,2 ,0 ,78 ,2 ,13 ,34 ,25 ,1 ,0 ,0 ,0 ,0 ,253 ,4 ,18 ,63 ,32 ,5 ,0 ,0 ,2 ,0 
16070049, Stützerbach,71 ,1 ,6 ,23 ,14 ,0 ,0 ,0 ,0 ,0 ,30 ,1 ,4 ,15 ,11 ,0 ,0 ,0 ,0 ,0 ,41 ,0 ,2 ,9 ,4 ,0 ,0 ,0 ,0 ,0 
16070051, Wachsenburggemeinde,92 ,1 ,6 ,36 ,25 ,0 ,0 ,0 ,0 ,0 ,43 ,1 ,4 ,22 ,16 ,0 ,0 ,0 ,0 ,0 ,49 ,0 ,2 ,14 ,9 ,0 ,0 ,0 ,0 ,0 
16070052, Wildenspring,16 ,0 ,1 ,5 ,4 ,1 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
16070053, Wipfratal,121 ,2 ,11 ,48 ,28 ,1 ,0 ,0 ,0 ,0 ,63 ,1 ,7 ,31 ,19 ,0 ,0 ,0 ,0 ,0 ,58 ,1 ,4 ,17 ,9 ,1 ,0 ,0 ,0 ,0 
16070054, Witzleben,28 ,0 ,2 ,14 ,11 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,2 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,6 ,4 ,0 ,0 ,0 ,0 ,0 
16070055, Wolfsberg,132 ,2 ,11 ,52 ,33 ,2 ,0 ,0 ,1 ,0 ,68 ,1 ,9 ,29 ,21 ,0 ,0 ,0 ,0 ,0 ,64 ,0 ,2 ,22 ,12 ,2 ,0 ,0 ,1 ,0 
16070056, Ilmtal,161 ,2 ,14 ,71 ,43 ,1 ,0 ,0 ,0 ,0 ,88 ,1 ,9 ,46 ,30 ,1 ,0 ,0 ,0 ,0 ,73 ,1 ,5 ,25 ,13 ,0 ,0 ,0 ,0 ,0 
16071, Weimarer Land,"3,762 ",48 ,341 ,"1,401 ",844 ,66 ,1 ,2 ,15 ,8 ,"1,455 ",30 ,214 ,679 ,489 ,14 ,0 ,1 ,2 ,2 ,"2,307 ",18 ,127 ,722 ,356 ,51 ,0 ,2 ,13 ,6 
16071001," Apolda, Stadt","1,438 ",18 ,115 ,514 ,304 ,44 ,0 ,1 ,12 ,6 ,415 ,8 ,51 ,201 ,141 ,8 ,0 ,0 ,2 ,2 ,"1,024 ",9 ,64 ,313 ,163 ,37 ,0 ,1 ,11 ,4 
16071002, Auerstedt,22 ,0 ,2 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,4 ,4 ,0 ,0 ,0 ,0 ,0 
16071003," Bad Berka, Stadt",276 ,3 ,26 ,88 ,49 ,8 ,0 ,1 ,1 ,0 ,95 ,2 ,16 ,39 ,27 ,2 ,0 ,0 ,0 ,0 ,181 ,0 ,9 ,49 ,22 ,6 ,0 ,1 ,1 ,0 
16071004," Bad Sulza, Stadt",152 ,3 ,14 ,56 ,33 ,2 ,0 ,0 ,0 ,0 ,58 ,2 ,8 ,26 ,19 ,0 ,0 ,0 ,0 ,0 ,93 ,1 ,6 ,30 ,14 ,2 ,0 ,0 ,0 ,0 
16071005, Ballstedt,7 ,0 ,2 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16071006, Bechstedtstraß,4 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
16071007, Berlstedt,82 ,1 ,6 ,30 ,12 ,0 ,0 ,0 ,0 ,0 ,29 ,1 ,5 ,12 ,8 ,0 ,0 ,0 ,0 ,0 ,53 ,0 ,1 ,17 ,4 ,0 ,0 ,0 ,0 ,0 
16071008," Blankenhain, Stadt",276 ,4 ,25 ,96 ,50 ,1 ,0 ,0 ,0 ,0 ,97 ,2 ,16 ,42 ,28 ,0 ,0 ,0 ,0 ,0 ,180 ,2 ,9 ,55 ,22 ,0 ,0 ,0 ,0 ,0 
16071009, Buchfart,7 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
16071011," Buttelstedt, Stadt",64 ,0 ,4 ,21 ,14 ,0 ,0 ,0 ,0 ,0 ,28 ,0 ,3 ,13 ,10 ,0 ,0 ,0 ,0 ,0 ,36 ,0 ,1 ,8 ,4 ,0 ,0 ,0 ,0 ,0 
16071012, Daasdorf a. Berge,9 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16071013, Döbritschen,9 ,0 ,2 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16071015, Eberstedt,8 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16071017, Ettersburg,10 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16071018, Flurstedt,7 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16071019, Frankendorf,5 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16071021, Gebstedt,13 ,0 ,1 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16071022, Großheringen,28 ,0 ,4 ,15 ,11 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,3 ,11 ,11 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
16071023, Großobringen,28 ,0 ,4 ,12 ,8 ,1 ,0 ,0 ,1 ,1 ,13 ,0 ,3 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,1 ,6 ,3 ,1 ,0 ,0 ,1 ,1 
16071025, Großschwabhausen,27 ,1 ,3 ,12 ,10 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,2 ,8 ,7 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,0 ,4 ,3 ,0 ,0 ,0 ,0 ,0 
16071027, Hammerstedt,6 ,0 ,0 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16071028, Heichelheim,7 ,0 ,0 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16071031, Hetschburg,5 ,0 ,0 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16071032, Hohenfelden,12 ,0 ,0 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
16071034, Hopfgarten,23 ,1 ,2 ,13 ,8 ,1 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,7 ,4 ,1 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,5 ,4 ,0 ,0 ,0 ,0 ,0 
16071036, Isseroda,9 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
16071037, Kapellendorf,14 ,0 ,1 ,7 ,6 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16071038, Kiliansroda,11 ,0 ,2 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16071039, Kleinobringen,4 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
16071042, Kleinschwabhausen,5 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16071043, Klettbach,39 ,1 ,4 ,16 ,13 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,3 ,13 ,10 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 
16071044, Ködderitzsch,3 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16071046," Kranichfeld, Stadt",138 ,2 ,14 ,47 ,29 ,0 ,0 ,0 ,0 ,0 ,45 ,1 ,10 ,20 ,14 ,0 ,0 ,0 ,0 ,0 ,93 ,1 ,4 ,27 ,15 ,0 ,0 ,0 ,0 ,0 
16071047, Krautheim,14 ,0 ,1 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,4 ,3 ,0 ,0 ,0 ,0 ,0 
16071048, Kromsdorf,58 ,1 ,8 ,11 ,7 ,2 ,0 ,0 ,0 ,0 ,21 ,0 ,4 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,37 ,1 ,4 ,6 ,3 ,1 ,0 ,0 ,0 ,0 
16071049, Lehnstedt,14 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
16071051, Leutenthal,8 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16071052, Liebstedt,19 ,0 ,2 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
16071053," Magdala, Stadt",74 ,2 ,8 ,29 ,15 ,1 ,0 ,0 ,0 ,0 ,30 ,2 ,7 ,11 ,7 ,0 ,0 ,0 ,0 ,0 ,43 ,0 ,2 ,18 ,8 ,1 ,0 ,0 ,0 ,0 
16071054, Mattstedt,23 ,0 ,2 ,10 ,7 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,4 ,3 ,0 ,0 ,0 ,0 ,0 
16071055, Mechelroda,7 ,0 ,1 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
16071056, Mellingen,50 ,1 ,4 ,21 ,13 ,0 ,0 ,0 ,0 ,0 ,23 ,1 ,4 ,12 ,10 ,0 ,0 ,0 ,0 ,0 ,27 ,0 ,1 ,9 ,4 ,0 ,0 ,0 ,0 ,0 
16071057, Mönchenholzhausen,47 ,1 ,5 ,20 ,14 ,0 ,0 ,0 ,0 ,0 ,24 ,1 ,5 ,12 ,10 ,0 ,0 ,0 ,0 ,0 ,23 ,0 ,1 ,7 ,4 ,0 ,0 ,0 ,0 ,0 
16071059, Nauendorf,5 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
16071061," Neumark, Stadt",17 ,0 ,2 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,4 ,1 ,0 ,0 ,0 ,0 ,0 
16071062, Niederreißen,11 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
16071063, Niederroßla,37 ,1 ,3 ,16 ,13 ,0 ,0 ,0 ,0 ,0 ,22 ,1 ,2 ,12 ,11 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 
16071064, Niedertrebra,36 ,1 ,2 ,12 ,7 ,0 ,0 ,0 ,0 ,0 ,16 ,1 ,2 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
16071065, Niederzimmern,44 ,0 ,5 ,18 ,10 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,4 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,1 ,10 ,4 ,0 ,0 ,0 ,0 ,0 
16071066, Nirmsdorf,3 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16071067, Nohra,51 ,1 ,6 ,22 ,17 ,0 ,0 ,0 ,0 ,0 ,26 ,0 ,5 ,12 ,11 ,0 ,0 ,0 ,0 ,0 ,25 ,0 ,1 ,10 ,6 ,0 ,0 ,0 ,0 ,0 
16071068, Oberreißen,11 ,0 ,0 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
16071069, Obertrebra,13 ,0 ,2 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
16071071, Oettern,5 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
16071072, Oßmannstedt,46 ,1 ,6 ,17 ,10 ,0 ,0 ,0 ,0 ,0 ,25 ,0 ,4 ,9 ,7 ,0 ,0 ,0 ,0 ,0 ,21 ,0 ,2 ,9 ,3 ,0 ,0 ,0 ,0 ,0 
16071073, Ottstedt a. Berge,6 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
16071074, Pfiffelbach,31 ,0 ,3 ,15 ,9 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,2 ,10 ,7 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,1 ,5 ,2 ,0 ,0 ,0 ,0 ,0 
16071076, Ramsla,11 ,0 ,1 ,4 ,3 ,1 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,3 ,2 ,1 ,0 ,0 ,0 ,0 
16071077, Rannstedt,10 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
16071078, Reisdorf,14 ,0 ,1 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
16071079, Rittersdorf,8 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16071081, Rohrbach,10 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16071082, Sachsenhausen,8 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16071083, Schmiedehausen,26 ,0 ,1 ,14 ,10 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,8 ,7 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,0 ,6 ,3 ,0 ,0 ,0 ,0 ,0 
16071085, Schwerstedt,8 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
16071087, Tonndorf,21 ,0 ,2 ,9 ,7 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,5 ,3 ,0 ,0 ,0 ,0 ,0 
16071088, Troistedt,8 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
16071089, Umpferstedt,30 ,0 ,2 ,10 ,6 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,1 ,7 ,4 ,0 ,0 ,0 ,0 ,0 
16071092, Vippachedelhausen,26 ,0 ,3 ,10 ,6 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,2 ,7 ,6 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
16071093, Vollersroda,8 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16071094, Wickerstedt,36 ,0 ,3 ,22 ,14 ,0 ,0 ,0 ,0 ,0 ,21 ,0 ,3 ,12 ,9 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,0 ,10 ,5 ,0 ,0 ,0 ,0 ,0 
16071095, Wiegendorf,13 ,0 ,1 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
16071096, Willerstedt,11 ,0 ,1 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16071097, Wohlsborn,15 ,0 ,1 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16071099, Saaleplatte,125 ,1 ,11 ,44 ,24 ,1 ,0 ,0 ,0 ,0 ,60 ,0 ,8 ,29 ,19 ,1 ,0 ,0 ,0 ,0 ,64 ,0 ,3 ,14 ,5 ,0 ,0 ,0 ,0 ,0 
16072, Sonneberg,"2,275 ",32 ,220 ,875 ,533 ,32 ,0 ,3 ,7 ,3 ,"1,207 ",21 ,151 ,550 ,377 ,11 ,0 ,1 ,2 ,1 ,"1,068 ",11 ,69 ,325 ,156 ,22 ,0 ,2 ,5 ,2 
16072001, Bachfeld,11 ,0 ,1 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16072005, Föritz,96 ,1 ,9 ,48 ,33 ,2 ,0 ,0 ,1 ,0 ,75 ,1 ,8 ,42 ,29 ,2 ,0 ,0 ,1 ,0 ,20 ,0 ,0 ,6 ,4 ,0 ,0 ,0 ,0 ,0 
16072006, Goldisthal,17 ,0 ,2 ,8 ,4 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
16072009, Judenbach,94 ,2 ,8 ,46 ,32 ,0 ,0 ,0 ,0 ,0 ,67 ,1 ,6 ,37 ,27 ,0 ,0 ,0 ,0 ,0 ,28 ,1 ,2 ,10 ,5 ,0 ,0 ,0 ,0 ,0 
