,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbeitslose nach Gemeinden
13071099," Mirow, Stadt",288 ,4 ,25 ,96 ,46 ,1 ,0 ,0 ,0 ,0 ,72 ,0 ,9 ,32 ,20 ,0 ,0 ,0 ,0 ,0 ,216 ,4 ,16 ,64 ,26 ,1 ,0 ,0 ,0 ,0 
13071100, Möllenbeck,66 ,0 ,3 ,28 ,13 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,55 ,0 ,2 ,24 ,11 ,0 ,0 ,0 ,0 ,0 
13071101, Möllenhagen,155 ,0 ,16 ,42 ,22 ,0 ,0 ,0 ,0 ,0 ,39 ,0 ,7 ,13 ,6 ,0 ,0 ,0 ,0 ,0 ,116 ,0 ,9 ,29 ,16 ,0 ,0 ,0 ,0 ,0 
13071102, Mölln,44 ,0 ,3 ,15 ,7 ,1 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,33 ,0 ,2 ,10 ,4 ,0 ,0 ,0 ,0 ,0 
13071103, Moltzow,31 ,0 ,3 ,14 ,7 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,22 ,0 ,2 ,9 ,4 ,0 ,0 ,0 ,0 ,0 
13071104, Neddemin,18 ,0 ,1 ,7 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,0 ,0 
13071105, Neetzka,30 ,1 ,3 ,12 ,6 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,25 ,1 ,3 ,9 ,4 ,0 ,0 ,0 ,0 ,0 
13071106, Neu Gaarz,6 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
13071107," Neubrandenburg, Stadt","5,215 ",78 ,636 ,"1,618 ",942 ,123 ,3 ,6 ,25 ,7 ,"1,152 ",12 ,190 ,544 ,412 ,17 ,0 ,1 ,4 ,2 ,"4,063 ",66 ,446 ,"1,074 ",530 ,106 ,3 ,5 ,21 ,5 
13071108, Neuenkirchen,43 ,0 ,3 ,21 ,14 ,0 ,0 ,0 ,0 ,0 ,21 ,0 ,3 ,12 ,9 ,0 ,0 ,0 ,0 ,0 ,22 ,0 ,1 ,9 ,5 ,0 ,0 ,0 ,0 ,0 
13071109," Neukalen, Stadt",157 ,1 ,13 ,61 ,30 ,2 ,0 ,0 ,0 ,0 ,43 ,0 ,6 ,21 ,12 ,0 ,0 ,0 ,0 ,0 ,114 ,1 ,7 ,40 ,19 ,2 ,0 ,0 ,0 ,0 
13071110," Neustrelitz, Stadt","1,682 ",22 ,170 ,551 ,287 ,23 ,1 ,2 ,5 ,2 ,301 ,3 ,41 ,140 ,104 ,3 ,0 ,0 ,0 ,0 ,"1,381 ",18 ,128 ,411 ,183 ,19 ,1 ,2 ,5 ,2 
13071111, Neverin,47 ,1 ,3 ,20 ,14 ,0 ,0 ,0 ,0 ,0 ,21 ,0 ,2 ,11 ,9 ,0 ,0 ,0 ,0 ,0 ,26 ,1 ,1 ,9 ,6 ,0 ,0 ,0 ,0 ,0 
13071112, Nossendorf,80 ,1 ,5 ,35 ,16 ,0 ,0 ,0 ,0 ,0 ,23 ,1 ,2 ,14 ,8 ,0 ,0 ,0 ,0 ,0 ,57 ,0 ,4 ,21 ,8 ,0 ,0 ,0 ,0 ,0 
13071113, Nossentiner Hütte,38 ,0 ,3 ,14 ,8 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,2 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,21 ,0 ,2 ,7 ,3 ,0 ,0 ,0 ,0 ,0 
13071114, Penkow,21 ,0 ,1 ,7 ,5 ,1 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,4 ,3 ,1 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
13071115," Penzlin, Stadt",336 ,2 ,20 ,133 ,73 ,2 ,0 ,0 ,0 ,0 ,96 ,1 ,11 ,43 ,30 ,0 ,0 ,0 ,0 ,0 ,240 ,1 ,9 ,90 ,43 ,1 ,0 ,0 ,0 ,0 
13071116, Petersdorf,14 ,0 ,2 ,6 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,6 ,1 ,0 ,0 ,0 ,0 ,0 
13071117, Pragsdorf,46 ,0 ,2 ,20 ,9 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,33 ,0 ,1 ,14 ,5 ,0 ,0 ,0 ,0 ,0 
13071118, Priborn,29 ,0 ,2 ,12 ,8 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,1 ,7 ,3 ,0 ,0 ,0 ,0 ,0 
13071119, Priepert,27 ,0 ,3 ,15 ,7 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,1 ,9 ,3 ,0 ,0 ,0 ,0 ,0 
13071120, Pripsleben,20 ,0 ,3 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,1 ,5 ,3 ,0 ,0 ,0 ,0 ,0 
13071122, Rechlin,146 ,1 ,9 ,60 ,32 ,2 ,0 ,0 ,0 ,0 ,54 ,1 ,6 ,31 ,19 ,1 ,0 ,0 ,0 ,0 ,92 ,0 ,3 ,29 ,13 ,0 ,0 ,0 ,0 ,0 
13071123, Ritzerow,34 ,0 ,7 ,12 ,6 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,3 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,4 ,6 ,2 ,0 ,0 ,0 ,0 ,0 
13071124," Röbel/Müritz, Stadt",372 ,5 ,28 ,125 ,62 ,8 ,0 ,0 ,1 ,0 ,112 ,1 ,14 ,51 ,35 ,0 ,0 ,0 ,0 ,0 ,261 ,4 ,14 ,74 ,28 ,8 ,0 ,0 ,1 ,0 
13071125, Röckwitz,12 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
13071126, Roggentin,56 ,1 ,3 ,22 ,11 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,2 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,38 ,1 ,1 ,15 ,6 ,0 ,0 ,0 ,0 ,0 
13071127, Rosenow,59 ,0 ,6 ,23 ,11 ,2 ,0 ,0 ,1 ,1 ,18 ,0 ,4 ,8 ,2 ,0 ,0 ,0 ,0 ,0 ,41 ,0 ,2 ,15 ,8 ,2 ,0 ,0 ,1 ,1 
13071128, Sarow,61 ,0 ,4 ,22 ,14 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,2 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,44 ,0 ,2 ,15 ,9 ,0 ,0 ,0 ,0 ,0 
13071130, Schönbeck,37 ,0 ,4 ,15 ,10 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,8 ,4 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,2 ,7 ,6 ,0 ,0 ,0 ,0 ,0 
13071131, Schönfeld,35 ,0 ,2 ,12 ,8 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,26 ,0 ,2 ,7 ,3 ,0 ,0 ,0 ,0 ,0 
13071132, Schönhausen,43 ,0 ,2 ,17 ,6 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,37 ,0 ,2 ,15 ,6 ,0 ,0 ,0 ,0 ,0 
13071133, Schwarz,18 ,1 ,2 ,7 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,6 ,2 ,0 ,0 ,0 ,0 ,0 
13071134, Schwinkendorf,55 ,0 ,3 ,26 ,14 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,40 ,0 ,1 ,20 ,10 ,0 ,0 ,0 ,0 ,0 
13071135, Siedenbollentin,55 ,1 ,2 ,24 ,11 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,2 ,10 ,5 ,0 ,0 ,0 ,0 ,0 ,35 ,0 ,0 ,14 ,6 ,0 ,0 ,0 ,0 ,0 
13071136, Siedenbrünzow,58 ,1 ,6 ,23 ,12 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,2 ,10 ,6 ,0 ,0 ,0 ,0 ,0 ,40 ,1 ,4 ,13 ,6 ,0 ,0 ,0 ,0 ,0 
13071137, Sietow,30 ,0 ,1 ,14 ,7 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,0 ,10 ,4 ,0 ,0 ,0 ,0 ,0 
13071138, Silz,8 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
13071139, Sommersdorf,21 ,0 ,1 ,10 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 
13071140, Sponholz,44 ,0 ,3 ,23 ,10 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,1 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,29 ,0 ,1 ,16 ,6 ,0 ,0 ,0 ,0 ,0 
13071141, Staven,48 ,0 ,1 ,26 ,15 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,37 ,0 ,1 ,20 ,11 ,0 ,0 ,0 ,0 ,0 
13071142," Stavenhagen, Reuterstadt",558 ,10 ,63 ,182 ,99 ,8 ,0 ,0 ,1 ,1 ,115 ,2 ,21 ,59 ,43 ,0 ,0 ,0 ,0 ,0 ,444 ,7 ,42 ,124 ,56 ,8 ,0 ,0 ,1 ,1 
13071143, Stuer,22 ,0 ,1 ,9 ,5 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,0 ,6 ,3 ,0 ,0 ,0 ,0 ,0 
13071144, Torgelow am See,21 ,0 ,2 ,8 ,4 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
13071145, Trollenhagen,39 ,0 ,2 ,22 ,15 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,1 ,13 ,10 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,1 ,8 ,4 ,0 ,0 ,0 ,0 ,0 
13071146, Tützpatz,54 ,0 ,3 ,25 ,17 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,2 ,9 ,9 ,0 ,0 ,0 ,0 ,0 ,35 ,0 ,1 ,16 ,8 ,0 ,0 ,0 ,0 ,0 
13071147, Userin,42 ,0 ,3 ,18 ,8 ,1 ,0 ,0 ,1 ,0 ,11 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,31 ,0 ,2 ,14 ,4 ,1 ,0 ,0 ,1 ,0 
13071148, Utzedel,51 ,0 ,2 ,16 ,10 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,1 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,37 ,0 ,2 ,10 ,4 ,0 ,0 ,0 ,0 ,0 
13071149, Varchentin,25 ,0 ,1 ,9 ,5 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,0 ,7 ,4 ,0 ,0 ,0 ,0 ,0 
13071150, Verchen,30 ,0 ,1 ,10 ,5 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,0 ,7 ,3 ,0 ,0 ,0 ,0 ,0 
13071151, Vielist,22 ,0 ,2 ,8 ,3 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,0 ,0 
13071152, Vipperow,16 ,0 ,1 ,8 ,3 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,5 ,2 ,0 ,0 ,0 ,0 ,0 
13071153, Voigtsdorf,11 ,0 ,2 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,2 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
13071154, Vollrathsruhe,35 ,0 ,3 ,10 ,6 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,25 ,0 ,2 ,6 ,3 ,0 ,0 ,0 ,0 ,0 
13071155, Walow,37 ,1 ,2 ,14 ,7 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,7 ,3 ,0 ,0 ,0 ,0 ,0 ,25 ,0 ,1 ,8 ,4 ,0 ,0 ,0 ,0 ,0 
13071156," Waren (Müritz), Stadt","1,333 ",10 ,135 ,425 ,249 ,37 ,0 ,0 ,9 ,3 ,385 ,2 ,60 ,169 ,123 ,4 ,0 ,0 ,1 ,0 ,948 ,8 ,75 ,256 ,127 ,34 ,0 ,0 ,8 ,3 
13071157, Warrenzin,41 ,0 ,2 ,20 ,12 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,1 ,9 ,7 ,0 ,0 ,0 ,0 ,0 ,26 ,0 ,0 ,12 ,5 ,0 ,0 ,0 ,0 ,0 
13071158, Werder,51 ,0 ,1 ,25 ,11 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,1 ,9 ,5 ,0 ,0 ,0 ,0 ,0 ,34 ,0 ,0 ,16 ,6 ,0 ,0 ,0 ,0 ,0 
13071159," Wesenberg, Stadt",285 ,1 ,20 ,105 ,59 ,1 ,0 ,0 ,1 ,1 ,74 ,1 ,10 ,34 ,25 ,1 ,0 ,0 ,1 ,1 ,211 ,0 ,11 ,71 ,34 ,0 ,0 ,0 ,0 ,0 
13071160, Wildberg,64 ,2 ,7 ,20 ,8 ,0 ,0 ,0 ,0 ,0 ,17 ,1 ,2 ,7 ,3 ,0 ,0 ,0 ,0 ,0 ,47 ,1 ,4 ,13 ,5 ,0 ,0 ,0 ,0 ,0 
13071161, Woggersin,16 ,0 ,1 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
13071162, Wokuhl-Dabelow,27 ,0 ,1 ,14 ,9 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,7 ,7 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,1 ,6 ,2 ,0 ,0 ,0 ,0 ,0 
13071163, Wolde,54 ,1 ,5 ,26 ,17 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,1 ,10 ,7 ,0 ,0 ,0 ,0 ,0 ,36 ,1 ,4 ,15 ,10 ,0 ,0 ,0 ,0 ,0 
13071164," Woldegk, Stadt",317 ,2 ,21 ,131 ,72 ,1 ,0 ,0 ,0 ,0 ,83 ,1 ,9 ,40 ,26 ,0 ,0 ,0 ,0 ,0 ,234 ,1 ,12 ,91 ,46 ,1 ,0 ,0 ,0 ,0 
13071165, Wredenhagen,24 ,0 ,2 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
13071166, Wulkenzin,60 ,1 ,7 ,25 ,18 ,0 ,0 ,0 ,0 ,0 ,33 ,1 ,5 ,17 ,12 ,0 ,0 ,0 ,0 ,0 ,27 ,0 ,2 ,8 ,5 ,0 ,0 ,0 ,0 ,0 
13071167, Wustrow,40 ,0 ,2 ,13 ,7 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,2 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,1 ,7 ,3 ,0 ,0 ,0 ,0 ,0 
13071168, Zepkow,12 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
13071169, Zettemin,18 ,0 ,0 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
13071170, Zirzow,23 ,0 ,2 ,13 ,10 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,1 ,10 ,8 ,0 ,0 ,0 ,0 ,0 
13071171, Zislow,10 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
13071172, Peenehagen,73 ,0 ,4 ,25 ,12 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,3 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,54 ,0 ,1 ,20 ,9 ,0 ,0 ,0 ,0 ,0 
13071173, Kucksee,26 ,0 ,3 ,10 ,5 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,0 ,6 ,2 ,0 ,0 ,0 ,0 ,0 
13071174, Dratow-Schloen,50 ,0 ,2 ,19 ,11 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,1 ,9 ,6 ,0 ,0 ,0 ,0 ,0 ,30 ,0 ,1 ,10 ,6 ,0 ,0 ,0 ,0 ,0 
13072, Landkreis Rostock,"11,735 ",149 ,"1,154 ","4,132 ","2,289 ",159 ,2 ,7 ,33 ,17 ,"3,495 ",43 ,476 ,"1,595 ","1,129 ",28 ,0 ,2 ,4 ,2 ,"8,240 ",107 ,678 ,"2,537 ","1,160 ",131 ,2 ,5 ,29 ,15 
13072001, Admannshagen-Bargeshagen,79 ,1 ,5 ,37 ,26 ,1 ,0 ,0 ,0 ,0 ,40 ,0 ,3 ,24 ,17 ,0 ,0 ,0 ,0 ,0 ,40 ,1 ,2 ,13 ,9 ,0 ,0 ,0 ,0 ,0 
13072002, Alt Bukow,44 ,2 ,8 ,14 ,6 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,2 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,29 ,1 ,6 ,7 ,2 ,0 ,0 ,0 ,0 ,0 
13072003, Alt Sührkow,26 ,0 ,2 ,15 ,9 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,0 ,9 ,5 ,0 ,0 ,0 ,0 ,0 
13072004, Altkalen,64 ,0 ,3 ,23 ,13 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,1 ,9 ,8 ,0 ,0 ,0 ,0 ,0 ,45 ,0 ,2 ,13 ,6 ,0 ,0 ,0 ,0 ,0 
13072005, Am Salzhaff,27 ,0 ,0 ,13 ,8 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,0 ,10 ,6 ,0 ,0 ,0 ,0 ,0 
13072006," Bad Doberan, Stadt",682 ,11 ,87 ,203 ,113 ,42 ,0 ,0 ,8 ,4 ,147 ,3 ,23 ,63 ,48 ,4 ,0 ,0 ,0 ,0 ,535 ,8 ,64 ,140 ,66 ,38 ,0 ,0 ,8 ,4 
13072007, Bartenshagen-Parkentin,48 ,2 ,6 ,16 ,7 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,3 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,30 ,2 ,3 ,9 ,2 ,0 ,0 ,0 ,0 ,0 
13072008, Bastorf,56 ,0 ,6 ,24 ,12 ,1 ,0 ,0 ,0 ,0 ,24 ,0 ,4 ,11 ,8 ,0 ,0 ,0 ,0 ,0 ,32 ,0 ,2 ,12 ,4 ,1 ,0 ,0 ,0 ,0 
13072009, Baumgarten,51 ,0 ,5 ,19 ,8 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,39 ,0 ,2 ,15 ,5 ,0 ,0 ,0 ,0 ,0 
13072010, Behren-Lübchin,79 ,1 ,6 ,38 ,14 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,2 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,59 ,1 ,3 ,30 ,9 ,0 ,0 ,0 ,0 ,0 
13072011, Benitz,12 ,0 ,0 ,7 ,6 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
13072012, Bentwisch,64 ,1 ,7 ,27 ,20 ,1 ,0 ,0 ,0 ,0 ,40 ,1 ,6 ,20 ,16 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,1 ,6 ,5 ,0 ,0 ,0 ,0 ,0 
13072013, Bernitt,97 ,1 ,7 ,29 ,14 ,0 ,0 ,0 ,0 ,0 ,25 ,0 ,4 ,9 ,5 ,0 ,0 ,0 ,0 ,0 ,72 ,1 ,4 ,20 ,9 ,0 ,0 ,0 ,0 ,0 
13072014, Biendorf,82 ,0 ,6 ,38 ,20 ,2 ,0 ,0 ,2 ,1 ,23 ,0 ,2 ,12 ,5 ,0 ,0 ,0 ,0 ,0 ,59 ,0 ,4 ,26 ,14 ,2 ,0 ,0 ,2 ,1 
13072015, Blankenhagen,44 ,1 ,6 ,16 ,8 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,27 ,1 ,4 ,9 ,4 ,0 ,0 ,0 ,0 ,0 
13072016, Boddin,23 ,0 ,2 ,9 ,4 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
13072017, Börgerende-Rethwisch,53 ,0 ,4 ,24 ,15 ,1 ,0 ,0 ,0 ,0 ,31 ,0 ,1 ,18 ,13 ,1 ,0 ,0 ,0 ,0 ,22 ,0 ,3 ,6 ,2 ,0 ,0 ,0 ,0 ,0 
13072018, Bröbberow,20 ,0 ,1 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
13072019, Broderstorf,103 ,0 ,9 ,43 ,28 ,0 ,0 ,0 ,0 ,0 ,55 ,0 ,8 ,26 ,18 ,0 ,0 ,0 ,0 ,0 ,48 ,0 ,1 ,17 ,10 ,0 ,0 ,0 ,0 ,0 
13072020," Bützow, Stadt",520 ,9 ,53 ,185 ,102 ,1 ,0 ,0 ,0 ,0 ,102 ,3 ,18 ,45 ,34 ,0 ,0 ,0 ,0 ,0 ,418 ,6 ,35 ,141 ,68 ,1 ,0 ,0 ,0 ,0 
13072021, Cammin,34 ,0 ,2 ,14 ,7 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,22 ,0 ,1 ,7 ,2 ,0 ,0 ,0 ,0 ,0 
13072022, Carinerland,81 ,0 ,9 ,20 ,13 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,4 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,61 ,0 ,5 ,14 ,8 ,0 ,0 ,0 ,0 ,0 
13072023, Dahmen,49 ,0 ,3 ,17 ,5 ,2 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,39 ,0 ,1 ,13 ,4 ,2 ,0 ,0 ,0 ,0 
13072024, Dalkendorf,20 ,0 ,1 ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
13072025, Diekhof,73 ,1 ,3 ,28 ,15 ,0 ,0 ,0 ,0 ,0 ,22 ,0 ,2 ,8 ,7 ,0 ,0 ,0 ,0 ,0 ,51 ,1 ,2 ,20 ,8 ,0 ,0 ,0 ,0 ,0 
13072026, Dobbin-Linstow,38 ,0 ,2 ,17 ,10 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,7 ,6 ,0 ,0 ,0 ,0 ,0 ,27 ,0 ,2 ,10 ,4 ,0 ,0 ,0 ,0 ,0 
13072027, Dolgen am See,28 ,1 ,5 ,8 ,3 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,2 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,17 ,1 ,3 ,4 ,0 ,0 ,0 ,0 ,0 ,0 
13072028, Dreetz,9 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
13072029, Dummerstorf,267 ,3 ,26 ,93 ,55 ,1 ,0 ,0 ,0 ,0 ,106 ,1 ,14 ,46 ,33 ,1 ,0 ,0 ,0 ,0 ,161 ,2 ,12 ,48 ,22 ,0 ,0 ,0 ,0 ,0 
13072030, Elmenhorst/Lichtenhagen,106 ,0 ,7 ,57 ,44 ,1 ,0 ,0 ,0 ,0 ,71 ,0 ,7 ,46 ,38 ,0 ,0 ,0 ,0 ,0 ,35 ,0 ,0 ,11 ,6 ,1 ,0 ,0 ,0 ,0 
13072031, Finkenthal,11 ,0 ,1 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
