,Bundesland,"ins-
gesamt","ausgewählte Altersgruppen 
dar. (Spalte 1)",,,,darunter Ausländer,"ausgewählte Altersgruppen 
dar. (Spalte 6)",,,,"ins-
gesamt","ausgewählte Altersgruppen 
dar. (Spalte 11)",,,,darunter Ausländer,"ausgewählte Altersgruppen 
dar. (Spalte 16)",,,,"ins-
gesamt","ausgewählte Altersgruppen 
dar. (Spalte 21)",,,,darunter Ausländer,"ausgewählte Altersgruppen 
dar. (Spalte 26)",,,
,"Regierungsbezirk
Kreis",,15 bis unter  20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter  20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter  20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter 20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter 20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter 20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre
Schlüssel,Gemeinde,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 
07231133, Wintrich,23 ,0 ,3 ,7 ,5 ,1 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 
07231134," Wittlich, Stadt",566 ,17 ,76 ,142 ,73 ,107 ,3 ,13 ,20 ,9 ,238 ,10 ,54 ,69 ,40 ,37 ,2 ,8 ,4 ,2 ,328 ,7 ,23 ,74 ,33 ,70 ,2 ,5 ,16 ,7 
07231136, Zeltingen-Rachtig,29 ,0 ,3 ,6 ,4 ,2 ,0 ,0 ,0 ,0 ,19 ,0 ,3 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 
07231202, Breit,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231203, Büdlich,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231204, Heidenburg,15 ,0 ,3 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07231206, Lötzbeuren,18 ,2 ,4 ,3 ,3 ,1 ,0 ,0 ,0 ,0 ,10 ,1 ,3 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,8 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07231501, Irmenach,13 ,0 ,0 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 
07231502, Morbach,233 ,10 ,39 ,70 ,39 ,10 ,1 ,1 ,2 ,0 ,152 ,8 ,30 ,47 ,30 ,5 ,0 ,0 ,1 ,0 ,81 ,3 ,9 ,23 ,8 ,5 ,1 ,1 ,1 ,0 
07231503, Landscheid,45 ,1 ,6 ,16 ,12 ,4 ,0 ,1 ,1 ,1 ,25 ,1 ,5 ,11 ,8 ,2 ,0 ,1 ,1 ,1 ,20 ,0 ,1 ,5 ,4 ,2 ,0 ,0 ,0 ,0 
07231504, Niersbach,11 ,1 ,2 ,3 ,1 ,1 ,0 ,0 ,0 ,0 ,7 ,1 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07232, Eifelkreis Bitburg-Prüm,"1,756 ",60 ,300 ,451 ,246 ,154 ,2 ,18 ,32 ,13 ,"1,038 ",43 ,231 ,286 ,177 ,74 ,1 ,10 ,16 ,8 ,718 ,17 ,69 ,166 ,69 ,80 ,1 ,8 ,16 ,6 
07232001, Affler,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232002, Alsdorf,4 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,1 ,1 ,4 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232003, Altscheid,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232005, Ammeldingen bei Neuerburg,2 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
07232006, Auw an der Kyll,5 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07232007, Badem,18 ,1 ,4 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,16 ,1 ,4 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07232008, Bauler,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232009, Baustert,3 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232010, Beilingen,8 ,0 ,1 ,3 ,2 ,2 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,2 ,0 ,0 ,0 ,0 
07232011, Berkoth,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232013, Bettingen,23 ,1 ,4 ,7 ,5 ,2 ,0 ,0 ,1 ,0 ,12 ,1 ,3 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,3 ,2 ,1 ,0 ,0 ,0 ,0 
07232014, Bickendorf,6 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232015, Biersdorf am See,9 ,0 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
07232016, Biesdorf,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232017, Birtlingen,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232018," Bitburg, Stadt",389 ,14 ,58 ,91 ,42 ,49 ,1 ,5 ,10 ,2 ,186 ,10 ,41 ,45 ,29 ,18 ,1 ,3 ,3 ,1 ,204 ,4 ,17 ,46 ,13 ,31 ,0 ,3 ,8 ,1 
07232019, Bollendorf,23 ,0 ,4 ,5 ,4 ,6 ,0 ,2 ,1 ,0 ,14 ,0 ,2 ,3 ,2 ,3 ,0 ,0 ,1 ,0 ,9 ,0 ,1 ,2 ,1 ,3 ,0 ,1 ,0 ,0 
07232020, Brecht,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232021, Brimingen,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232022, Burg,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232024, Dahlem,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232025, Dauwelshausen,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232026, Dockendorf,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232027, Dudeldorf,20 ,0 ,4 ,8 ,2 ,3 ,0 ,0 ,1 ,1 ,13 ,0 ,2 ,6 ,2 ,2 ,0 ,0 ,1 ,1 ,7 ,0 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 
07232028, Echternacherbrück,8 ,0 ,1 ,2 ,0 ,3 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,1 ,0 ,2 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
07232029, Echtershausen,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232030, Ehlenz,6 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
07232031, Emmelbaum,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07232032, Enzen,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232033, Ernzen,4 ,0 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232034, Eßlingen,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07232036, Feilsdorf,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232037, Ferschweiler,17 ,1 ,2 ,5 ,1 ,2 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,9 ,1 ,1 ,2 ,0 ,1 ,0 ,0 ,0 ,0 
07232038, Fischbach-Oberraden,2 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232039, Fließem,10 ,0 ,2 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,2 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07232040, Geichlingen,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232041, Gemünd,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232042, Gentingen,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232043, Gindorf,5 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07232044, Gondorf,6 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232045, Halsdorf,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232047, Heilbach,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232048, Heilenbach,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232049, Herbstmühle,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232050, Herforst,30 ,1 ,6 ,8 ,5 ,2 ,0 ,0 ,1 ,0 ,20 ,1 ,5 ,5 ,3 ,1 ,0 ,0 ,1 ,0 ,10 ,0 ,1 ,3 ,2 ,1 ,0 ,0 ,0 ,0 
07232053, Holsthum,7 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232054, Hommerdingen,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232055, Hosten,3 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
07232057, Hütterscheid,4 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
07232058, Hüttingen an der Kyll,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232059, Hüttingen bei Lahr,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232060, Idenheim,6 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232061, Idesheim,6 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232062, Ingendorf,4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232063, Irrel,18 ,0 ,3 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
07232064, Karlshausen,6 ,0 ,2 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,5 ,0 ,2 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232065, Kaschenbach,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232067, Körperich,11 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,7 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232068, Koxhausen,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232069, Kruchten,5 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232070," Kyllburg, Stadt",36 ,1 ,6 ,8 ,3 ,4 ,0 ,0 ,0 ,0 ,14 ,0 ,3 ,2 ,1 ,3 ,0 ,0 ,0 ,0 ,21 ,1 ,3 ,6 ,1 ,1 ,0 ,0 ,0 ,0 
07232071, Kyllburgweiler,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232072, Lahr,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232073, Leimbach,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232074, Ließem,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232075, Malberg,15 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232076, Malbergweich,3 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232077, Meckel,4 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232078, Menningen,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232079, Messerich,6 ,0 ,1 ,3 ,0 ,1 ,0 ,0 ,1 ,0 ,5 ,0 ,1 ,2 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232080, Mettendorf,15 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232081, Metterich,5 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232082, Minden,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232083, Mülbach,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
07232084, Muxerath,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232086, Nattenheim,12 ,0 ,1 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07232087, Neidenbach,15 ,0 ,3 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,2 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
07232088," Neuerburg, Stadt",29 ,1 ,8 ,8 ,5 ,2 ,0 ,0 ,0 ,0 ,18 ,1 ,7 ,4 ,2 ,2 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 
07232089, Niedergeckler,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232091, Niederstedem,5 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232092, Niederweiler,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232093, Niederweis,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232094, Niehl,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232095, Nusbaum,4 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,3 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
07232096, Obergeckler,4 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
07232098, Oberweiler,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07232099, Oberweis,14 ,1 ,3 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,9 ,1 ,3 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232100, Olsdorf,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07232101, Orsfeld,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
