,Bundesland,"ins-
gesamt","ausgewählte Altersgruppen 
dar. (Spalte 1)",,,,darunter Ausländer,"ausgewählte Altersgruppen 
dar. (Spalte 6)",,,,"ins-
gesamt","ausgewählte Altersgruppen 
dar. (Spalte 11)",,,,darunter Ausländer,"ausgewählte Altersgruppen 
dar. (Spalte 16)",,,,"ins-
gesamt","ausgewählte Altersgruppen 
dar. (Spalte 21)",,,,darunter Ausländer,"ausgewählte Altersgruppen 
dar. (Spalte 26)",,,
,"Regierungsbezirk
Kreis",,15 bis unter  20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter  20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter  20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter 20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter 20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter 20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre
Schlüssel,Gemeinde,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 
07143314, Winnen,12 ,0 ,2 ,3 ,2 ,2 ,0 ,1 ,0 ,0 ,8 ,0 ,2 ,2 ,2 ,1 ,0 ,1 ,0 ,0 ,4 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 
07143315, Zehnhausen bei Rennerod,8 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07143316, Zehnhausen bei Wallmerod,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07143501, Elbingen,10 ,0 ,2 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
07143502, Mähren,6 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
07211000," Trier, Stadt","3,523 ",113 ,453 ,806 ,432 ,438 ,10 ,37 ,92 ,47 ,"1,415 ",46 ,247 ,333 ,213 ,136 ,2 ,15 ,23 ,13 ,"2,108 ",67 ,206 ,473 ,219 ,302 ,7 ,22 ,69 ,35 
07231, Bernkastel-Wittlich,"2,570 ",90 ,371 ,712 ,425 ,263 ,9 ,28 ,48 ,23 ,"1,441 ",59 ,278 ,454 ,306 ,108 ,3 ,16 ,20 ,10 ,"1,129 ",31 ,93 ,258 ,120 ,155 ,5 ,12 ,28 ,13 
07231001, Altrich,28 ,0 ,2 ,8 ,3 ,3 ,0 ,0 ,1 ,0 ,13 ,0 ,1 ,5 ,2 ,1 ,0 ,0 ,1 ,0 ,15 ,0 ,1 ,3 ,2 ,2 ,0 ,0 ,0 ,0 
07231003, Arenrath,5 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
07231004, Bausendorf,27 ,2 ,3 ,12 ,7 ,1 ,0 ,0 ,0 ,0 ,18 ,2 ,2 ,9 ,6 ,1 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
07231005, Bengel,17 ,1 ,2 ,4 ,3 ,1 ,0 ,0 ,1 ,1 ,10 ,0 ,2 ,2 ,1 ,1 ,0 ,0 ,1 ,1 ,7 ,1 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
07231006, Berglicht,16 ,0 ,3 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,3 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
07231007, Bergweiler,16 ,1 ,2 ,5 ,4 ,1 ,0 ,0 ,0 ,0 ,14 ,1 ,2 ,5 ,4 ,1 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231008," Bernkastel-Kues, Stadt",192 ,5 ,26 ,52 ,30 ,38 ,1 ,4 ,6 ,4 ,108 ,3 ,20 ,32 ,22 ,18 ,1 ,3 ,4 ,2 ,84 ,2 ,7 ,20 ,8 ,20 ,0 ,1 ,2 ,2 
07231009, Bettenfeld,12 ,0 ,2 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
07231010, Binsfeld,26 ,2 ,5 ,7 ,3 ,2 ,0 ,0 ,0 ,0 ,15 ,2 ,4 ,4 ,2 ,2 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,3 ,1 ,1 ,0 ,0 ,0 ,0 
07231012, Brauneberg,31 ,1 ,3 ,9 ,5 ,2 ,0 ,0 ,0 ,0 ,18 ,1 ,3 ,6 ,4 ,1 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,3 ,1 ,1 ,0 ,0 ,0 ,0 
07231013, Bruch,6 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07231014, Burg (Mosel),11 ,0 ,2 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,7 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
07231016, Burgen,12 ,0 ,3 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,9 ,0 ,2 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07231017, Burtscheid,2 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231018, Deuselbach,6 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231019, Dhronecken,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231020, Diefenbach,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231022, Dierscheid,4 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231023, Dodenburg,3 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231024, Dreis,20 ,0 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
07231025, Eckfeld,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231026, Eisenschmitt,5 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
07231029, Enkirch,41 ,2 ,7 ,13 ,12 ,1 ,0 ,0 ,1 ,0 ,22 ,1 ,3 ,9 ,8 ,1 ,0 ,0 ,0 ,0 ,19 ,1 ,4 ,4 ,3 ,0 ,0 ,0 ,0 ,0 
07231030, Erden,4 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
07231031, Esch,8 ,0 ,1 ,3 ,3 ,1 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
07231032, Etgert,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231033, Flußbach,13 ,1 ,2 ,3 ,1 ,1 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,1 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
07231035, Gielert,8 ,1 ,1 ,1 ,1 ,2 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,4 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
07231036, Gipperath,2 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
07231037, Gladbach,6 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231040, Gornhausen,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231041, Graach an der Mosel,20 ,1 ,2 ,8 ,4 ,4 ,0 ,0 ,0 ,0 ,12 ,1 ,2 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,2 ,1 ,4 ,0 ,0 ,0 ,0 
07231042, Gräfendhron,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231044, Greimerath,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231046, Großlittgen,21 ,2 ,4 ,6 ,4 ,1 ,0 ,0 ,0 ,0 ,13 ,1 ,3 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 
07231049, Hasborn,13 ,0 ,2 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,2 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07231050, Heckenmünster,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231051, Heidweiler,4 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231053, Hetzerath,40 ,2 ,6 ,14 ,10 ,2 ,0 ,0 ,0 ,0 ,30 ,1 ,4 ,13 ,10 ,2 ,0 ,0 ,0 ,0 ,10 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07231054, Hilscheid,5 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07231056, Hochscheid,5 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231057, Hontheim,16 ,1 ,2 ,9 ,7 ,0 ,0 ,0 ,0 ,0 ,12 ,1 ,2 ,7 ,6 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
07231058, Horath,9 ,1 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
07231062, Hupperath,5 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231064, Immert,4 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231065, Karl,8 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231066, Kesten,6 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07231067, Kinderbeuern,29 ,1 ,5 ,12 ,9 ,1 ,0 ,0 ,1 ,1 ,18 ,1 ,4 ,5 ,4 ,1 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,7 ,4 ,1 ,0 ,0 ,1 ,1 
07231068, Kinheim,22 ,1 ,3 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,8 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07231069, Klausen,26 ,1 ,5 ,8 ,4 ,2 ,0 ,0 ,1 ,1 ,18 ,1 ,4 ,7 ,4 ,2 ,0 ,0 ,1 ,1 ,9 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07231070, Kleinich,16 ,1 ,3 ,5 ,5 ,1 ,1 ,1 ,0 ,0 ,13 ,1 ,2 ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,3 ,1 ,1 ,0 ,0 ,1 ,1 ,1 ,0 ,0 
07231071, Kommen,4 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231072, Kröv,49 ,1 ,7 ,16 ,12 ,4 ,0 ,0 ,0 ,0 ,31 ,0 ,6 ,11 ,10 ,4 ,0 ,0 ,0 ,0 ,18 ,0 ,1 ,5 ,3 ,1 ,0 ,0 ,0 ,0 
07231074, Laufeld,6 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
07231075, Lieser,25 ,1 ,4 ,7 ,5 ,2 ,0 ,0 ,0 ,0 ,13 ,1 ,3 ,5 ,4 ,1 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,2 ,2 ,1 ,0 ,0 ,0 ,0 
07231076, Lösnich,7 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231077, Longkamp,27 ,1 ,5 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,19 ,1 ,4 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
07231078, Lückenburg,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231079, Malborn,33 ,1 ,4 ,12 ,5 ,0 ,0 ,0 ,0 ,0 ,23 ,1 ,4 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,6 ,1 ,0 ,0 ,0 ,0 ,0 
07231080," Manderscheid, Stadt",29 ,1 ,5 ,7 ,4 ,3 ,0 ,0 ,1 ,0 ,14 ,1 ,2 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,15 ,0 ,2 ,4 ,2 ,2 ,0 ,0 ,1 ,0 
07231081, Maring-Noviand,24 ,1 ,4 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,17 ,1 ,4 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07231082, Meerfeld,8 ,1 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
07231083, Merschbach,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231085, Minderlittgen,12 ,0 ,3 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231086, Minheim,6 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
07231087, Monzelfeld,28 ,1 ,5 ,8 ,5 ,1 ,0 ,0 ,0 ,0 ,19 ,1 ,4 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
07231090, Mülheim (Mosel),20 ,1 ,2 ,6 ,4 ,1 ,0 ,0 ,1 ,0 ,14 ,0 ,2 ,4 ,3 ,1 ,0 ,0 ,1 ,0 ,6 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
07231091, Musweiler,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231092, Neumagen-Dhron,42 ,1 ,5 ,14 ,11 ,2 ,0 ,0 ,0 ,0 ,28 ,1 ,5 ,9 ,7 ,1 ,0 ,0 ,0 ,0 ,14 ,0 ,0 ,5 ,4 ,1 ,0 ,0 ,0 ,0 
07231093, Neunkirchen,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231095, Niederöfflingen,6 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07231096, Niederscheidweiler,7 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231100, Oberöfflingen,6 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231101, Oberscheidweiler,3 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231103, Osann-Monzel,26 ,0 ,3 ,5 ,3 ,1 ,0 ,0 ,0 ,0 ,15 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 
07231104, Pantenburg,4 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
07231105, Piesport,29 ,2 ,3 ,6 ,3 ,2 ,0 ,0 ,0 ,0 ,18 ,1 ,3 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,1 ,0 ,2 ,0 ,0 ,0 ,0 
07231107, Platten,15 ,1 ,5 ,3 ,2 ,1 ,0 ,0 ,1 ,0 ,10 ,1 ,5 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231108, Plein,6 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231110, Reil,23 ,0 ,3 ,6 ,4 ,1 ,0 ,0 ,1 ,0 ,12 ,0 ,2 ,5 ,3 ,1 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
07231111, Rivenich,12 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231112, Rorodt,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231113, Salmtal,35 ,1 ,5 ,8 ,5 ,4 ,0 ,0 ,1 ,1 ,20 ,1 ,4 ,5 ,3 ,1 ,0 ,0 ,1 ,1 ,14 ,0 ,0 ,3 ,1 ,2 ,0 ,0 ,0 ,0 
07231114, Schladt,3 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231115, Schönberg,3 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231116, Schwarzenborn,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231117, Sehlem,17 ,0 ,2 ,3 ,1 ,1 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
07231120, Starkenburg,9 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
07231122, Talling,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
07231123, Thalfang,35 ,3 ,7 ,6 ,3 ,3 ,0 ,2 ,1 ,0 ,18 ,2 ,3 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,17 ,2 ,4 ,2 ,1 ,3 ,0 ,2 ,1 ,0 
07231124," Traben-Trarbach, Stadt",210 ,5 ,23 ,56 ,28 ,34 ,1 ,2 ,6 ,3 ,86 ,1 ,12 ,30 ,19 ,10 ,0 ,1 ,2 ,1 ,124 ,4 ,11 ,27 ,8 ,24 ,1 ,1 ,4 ,2 
07231125, Ürzig,15 ,1 ,3 ,6 ,4 ,1 ,0 ,0 ,0 ,0 ,11 ,1 ,2 ,5 ,3 ,1 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
07231126, Veldenz,25 ,1 ,2 ,8 ,5 ,2 ,0 ,0 ,0 ,0 ,13 ,1 ,2 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,3 ,2 ,1 ,0 ,0 ,0 ,0 
07231127, Wallscheid,4 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
